Cores,N_train,N_test,N_reg,Opt_iter,Total_time,Init_time,Opt_Time,Pred_Var_time,Pred_time,N_loop
64,20000,5000,100,1,888.1583824157715,0.019693374633789062,423.8845760822296,231.63391304016113,231.8184506893158,5
64,20000,5000,100,1,900.4375054836273,0.17289018630981445,436.05926275253296,238.04662442207336,225.08784079551697,6
64,20000,5000,100,1,903.0974988937378,0.01509857177734375,449.0641119480133,226.78340125083923,226.24604392051697,7
64,20000,5000,100,1,889.4417502880096,0.01489400863647461,432.6939277648926,229.66197109222412,226.05548739433289,8
64,20000,5000,100,1,891.8424079418182,0.014863729476928711,438.8058249950409,225.8394992351532,226.16408491134644,9
128,20000,5000,100,1,867.5652911663055,0.07530999183654785,412.0806224346161,232.00330209732056,222.3325433731079,0
128,20000,5000,100,1,885.0724148750305,0.0220491886138916,431.27030658721924,232.9088258743286,219.84518551826477,1
128,20000,5000,100,1,877.4482021331787,0.02086162567138672,418.57078790664673,233.36503386497498,224.39145851135254,2
128,20000,5000,100,1,879.8309607505798,0.02071833610534668,428.09740924835205,225.72266840934753,224.93633151054382,3
128,20000,5000,100,1,874.842561006546,0.019866228103637695,408.93098068237305,233.16700530052185,231.80004215240479,4
128,20000,5000,100,1,898.740261554718,0.019965171813964844,436.1900863647461,231.52668476104736,230.0201644897461,5
128,20000,5000,100,1,889.2606019973755,0.02010059356689453,431.5450973510742,228.6846776008606,228.03499507904053,6
128,20000,5000,100,1,896.4653985500336,0.020708560943603516,428.874395608902,233.87115859985352,232.70659804344177,7
128,20000,5000,100,1,885.2060308456421,0.019789695739746094,424.8326938152313,231.09292721748352,228.27883172035217,8
128,20000,5000,100,1,868.8887400627136,0.019520282745361328,420.32972264289856,223.8588433265686,223.69891142845154,9
