Cores,N_train,N_test,N_tiles,N_regressor,Opt_iter,Total_time,Init_time,Opt_time,Pred_Uncer_time,Predict_time,N_loop
1,20000,5000,200,100,1,1137.7,0.000258437,773.664,221.059,142.811,0
1,20000,5000,200,100,1,1134.83,0.000167795,771.407,220.736,142.52,1
1,20000,5000,200,100,1,1137.44,0.000122083,772.293,221.823,143.167,2
1,20000,5000,200,100,1,1140.46,0.000130334,775.28,221.797,143.218,3
1,20000,5000,200,100,1,1139.33,0.000129824,774.178,221.7,143.297,4
1,20000,5000,200,100,1,1140.41,0.000169165,774.991,222.018,143.248,5
1,20000,5000,200,100,1,1140.06,0.000130095,774.791,221.871,143.236,6
1,20000,5000,200,100,1,1139.6,0.000125634,774.555,221.65,143.235,7
1,20000,5000,200,100,1,1140.85,0.000139804,775.72,222.07,142.901,8
1,20000,5000,200,100,1,1139.11,0.000171655,774.036,221.774,143.143,9
2,20000,5000,200,100,1,626.768,0.000257378,431.24,118.669,76.6737,0
2,20000,5000,200,100,1,630.184,0.000263538,433.142,119.997,76.87,1
2,20000,5000,200,100,1,620.686,0.000378322,423.616,120.824,76.1073,2
2,20000,5000,200,100,1,621.079,0.000441144,423.327,121.043,76.5473,3
2,20000,5000,200,100,1,625.579,0.000170885,429.738,118.832,76.9494,4
2,20000,5000,200,100,1,625.493,0.000175876,427.486,120.751,77.0813,5
2,20000,5000,200,100,1,620.403,0.00029013,423.506,120.625,76.1226,6
2,20000,5000,200,100,1,624.956,0.000204857,427.852,120.118,76.8212,7
2,20000,5000,200,100,1,620.936,0.000138334,423.768,120.541,76.4825,8
2,20000,5000,200,100,1,619.43,0.000243118,423.058,120.363,75.8389,9
4,20000,5000,200,100,1,337.289,0.000135034,231.405,64.8904,40.8565,0
4,20000,5000,200,100,1,331.217,5.7582e-05,226.817,63.6017,40.7067,1
4,20000,5000,200,100,1,332.586,6.4032e-05,227.513,64.3559,40.6358,2
4,20000,5000,200,100,1,330.341,6.6012e-05,225.932,63.4706,40.8699,3
4,20000,5000,200,100,1,333.182,5.5371e-05,226.205,65.9018,40.9727,4
4,20000,5000,200,100,1,334.873,8.6573e-05,229.597,64.2952,40.8324,5
4,20000,5000,200,100,1,335.099,7.1463e-05,230.421,64.0927,40.5177,6
4,20000,5000,200,100,1,332.097,6.3532e-05,226.69,64.1463,41.1576,7
4,20000,5000,200,100,1,334.314,0.000138764,229.204,64.2927,40.7479,8
4,20000,5000,200,100,1,337.012,0.000119843,231.111,64.8759,40.9572,9
8,20000,5000,200,100,1,212.173,8.5443e-05,145.444,41.1841,25.3698,0
8,20000,5000,200,100,1,209.766,6.5093e-05,144.137,40.1999,25.3443,1
8,20000,5000,200,100,1,212.32,0.000145015,146.546,40.4672,25.2264,2
8,20000,5000,200,100,1,212.1,5.9712e-05,146.298,40.4093,25.3102,3
8,20000,5000,200,100,1,212.174,6.3052e-05,146.699,40.0609,25.3258,4
8,20000,5000,200,100,1,212.039,0.000170055,146.584,40.3731,24.9749,5
8,20000,5000,200,100,1,211.199,8.7022e-05,145.345,40.6351,25.1283,6
8,20000,5000,200,100,1,210.531,7.9453e-05,145.148,40.1949,25.115,7
8,20000,5000,200,100,1,209.568,5.4091e-05,144.362,40.0192,25.1141,8
8,20000,5000,200,100,1,210.109,0.000126834,144.632,40.298,25.102,9
16,20000,5000,200,100,1,162.725,6.6062e-05,113.016,30.7323,18.8722,0
16,20000,5000,200,100,1,163.374,9.0643e-05,113.312,30.9631,19.0075,1
16,20000,5000,200,100,1,163.23,0.000100023,113.151,30.9497,19.0364,2
16,20000,5000,200,100,1,164.528,9.0593e-05,114.332,30.9306,19.1708,3
16,20000,5000,200,100,1,164.161,0.000186717,114.339,30.8003,18.9407,4
16,20000,5000,200,100,1,164.621,6.3122e-05,114.237,31.0716,19.2186,5
16,20000,5000,200,100,1,162.811,0.000112153,113.207,30.603,18.8887,6
16,20000,5000,200,100,1,163.207,6.2182e-05,113.64,30.5696,18.9197,7
16,20000,5000,200,100,1,162.737,6.2512e-05,113.268,30.565,18.8228,8
16,20000,5000,200,100,1,164.373,6.5552e-05,114.507,30.8049,18.9775,9
32,20000,5000,200,100,1,166.895,6.0682e-05,117.475,30.8308,18.4985,0
32,20000,5000,200,100,1,167.89,9.4002e-05,118.412,30.9326,18.4414,1
32,20000,5000,200,100,1,168.362,6.0762e-05,118.007,30.885,18.5376,2
32,20000,5000,200,100,1,167.678,6.3491e-05,118.162,30.9015,18.5151,3
32,20000,5000,200,100,1,168.337,5.5521e-05,118.636,30.9663,18.6185,4
32,20000,5000,200,100,1,168.897,0.000335111,118.91,31.2581,18.6253,5
32,20000,5000,200,100,1,167.243,8.3292e-05,117.84,30.8309,18.4739,6
32,20000,5000,200,100,1,169.24,6.6862e-05,119.142,31.249,18.7325,7
32,20000,5000,200,100,1,168.35,0.000130244,118.486,31.1345,18.5905,8
32,20000,5000,200,100,1,167.172,8.2573e-05,117.546,30.9577,18.5707,9
64,20000,5000,200,100,1,172.396,0.000163524,121.454,32.3407,18.2351,0
64,20000,5000,200,100,1,171.017,0.000123423,120.998,32.0658,17.8221,1
64,20000,5000,200,100,1,166.929,8.7902e-05,118.829,30.2196,17.7456,2
