Cores,N_train,N_test,N_tiles,N_regressor,Opt_iter,Total_time,Init_time,Opt_time,Pred_Uncer_time,Predict_time,N_loop
128,20000,5000,1,100,1,880.147,0.000269288,534.676,202.721,142.503,0
128,20000,5000,1,100,1,893.606,0.000152514,546.646,207.73,138.982,1
128,20000,5000,1,100,1,910.56,0.000302099,567.379,203.385,139.544,2
128,20000,5000,1,100,1,893.796,0.000317711,557.246,198.166,138.123,3
128,20000,5000,1,100,1,923.826,0.000233207,574.405,204.491,144.672,4
128,20000,5000,1,100,1,907.894,0.000277429,553.463,213.874,140.313,5
128,20000,5000,1,100,1,900.89,0.000267549,556.557,204.476,139.616,6
128,20000,5000,1,100,1,891.712,0.000243448,552.666,199.438,139.373,7
128,20000,5000,1,100,1,885.678,0.000201396,541.091,204.124,140.224,8
128,20000,5000,1,100,1,888.686,0.000193396,548.541,202.129,137.797,9

128,20000,5000,2,100,1,484.338,0.000194726,240.397,121.991,121.714,0
128,20000,5000,2,100,1,490.743,0.000219927,248.966,128.266,113.298,1
128,20000,5000,2,100,1,480.991,0.000154795,258.735,115.97,106.032,2
128,20000,5000,2,100,1,478.875,0.000222027,235.762,131.908,110.962,3
128,20000,5000,2,100,1,460.545,0.000180976,236.668,114.65,108.977,4
128,20000,5000,2,100,1,458.514,0.000171285,236.109,113.512,108.689,5
128,20000,5000,2,100,1,457.653,0.000183556,236.382,113.644,107.39,6
128,20000,5000,2,100,1,454.184,0.000131414,231.553,112.396,109.998,7
128,20000,5000,2,100,1,491.278,0.000143165,239.291,130.424,121.319,8
128,20000,5000,2,100,1,471.918,0.000158565,235.742,116.762,119.211,9

128,20000,5000,4,100,1,174.404,0.000192286,89.5765,41.8211,42.7654,0
128,20000,5000,4,100,1,173.171,0.000602079,85.5911,44.6311,42.7942,1
128,20000,5000,4,100,1,170.622,0.000193566,84.0397,45.043,41.3863,2
128,20000,5000,4,100,1,162.655,0.000151444,82.5539,40.5427,39.4052,3
128,20000,5000,4,100,1,170.768,0.000267768,84.067,42.4307,44.1162,4
128,20000,5000,4,100,1,165.123,0.000202516,82.3434,41.2615,41.3754,5
128,20000,5000,4,100,1,172.307,0.000195976,87.6646,44.1612,40.3116,6
128,20000,5000,4,100,1,163.089,0.000159125,78.8318,42.4008,41.7051,7
128,20000,5000,4,100,1,168.513,0.000564877,83.2496,43.4021,41.7146,8
128,20000,5000,4,100,1,164.467,0.000293409,79.4719,45.0852,39.761,9

128,20000,5000,8,100,1,61.341,0.000237967,33.5202,14.1542,13.3564,0
128,20000,5000,8,100,1,60.9519,5.9922e-05,31.5956,16.3099,12.8969,1
128,20000,5000,8,100,1,54.9879,8.1343e-05,28.8719,13.3261,12.6378,2
128,20000,5000,8,100,1,58.6085,7.1362e-05,30.4357,15.0875,12.9509,3
128,20000,5000,8,100,1,57.3781,6.2902e-05,29.6706,14.8708,12.6813,4
128,20000,5000,8,100,1,58.3059,5.7802e-05,31.586,13.8388,12.7611,5
128,20000,5000,8,100,1,60.3237,5.0151e-05,32.3256,14.0362,13.8112,6
128,20000,5000,8,100,1,55.1895,0.00031914,28.3665,13.9167,12.7475,7
128,20000,5000,8,100,1,60.8691,9.8713e-05,32.0226,14.4416,14.2902,8
128,20000,5000,8,100,1,54.9196,0.000112293,28.2838,13.7438,12.7466,9

128,20000,5000,25,100,1,25.5593,0.000207487,15.4674,5.8073,4.03125,0
