Cores,N_train,N_test,N_tiles,N_regressor,Opt_iter,Total_time,Init_time,Opt_time,Pred_Uncer_time,Predict_time,N_loop
16,20000,5000,8,100,1,66.6504,8.6002e-05,38.1643,15.1091,13.3133,6
16,20000,5000,8,100,1,66.3407,0.000161125,37.8425,15.3745,13.0585,7
16,20000,5000,8,100,1,66.2209,9.7733e-05,38.1891,14.9765,12.9919,8
16,20000,5000,8,100,1,65.9425,0.000131134,37.7835,14.8769,13.2167,9

Cores,N_train,N_test,N_tiles,N_regressor,Opt_iter,Total_time,Init_time,Opt_time,Pred_Uncer_time,Predict_time,N_loop
16,20000,5000,25,100,1,65.346,0.000241187,41.8544,14.4619,8.86832,0
16,20000,5000,25,100,1,64.8482,0.000168066,41.348,14.5577,8.87557,1
16,20000,5000,25,100,1,64.6684,4.9602e-05,41.3708,14.4475,8.78082,2
16,20000,5000,25,100,1,64.7462,4.4841e-05,41.3972,14.4522,8.80319,3
16,20000,5000,25,100,1,64.4586,4.6782e-05,41.1273,14.4269,8.83883,4
16,20000,5000,25,100,1,64.5016,5.1081e-05,41.1784,14.4285,8.8202,5
16,20000,5000,25,100,1,64.6235,7.3913e-05,41.2723,14.4002,8.858,6
16,20000,5000,25,100,1,64.5588,5.8482e-05,41.2529,14.4391,8.79778,7
16,20000,5000,25,100,1,64.4442,4.6721e-05,41.1053,14.4248,8.84874,8
16,20000,5000,25,100,1,64.3774,4.6342e-05,41.0938,14.416,8.80227,9

Cores,N_train,N_test,N_tiles,N_regressor,Opt_iter,Total_time,Init_time,Opt_time,Pred_Uncer_time,Predict_time,N_loop
16,20000,5000,50,100,1,75.4263,0.000242498,50.0652,15.3973,9.81123,0
16,20000,5000,50,100,1,74.5925,8.6633e-05,49.4422,15.3293,9.73747,1
16,20000,5000,50,100,1,74.3664,6.3392e-05,49.2537,15.2978,9.74873,2
16,20000,5000,50,100,1,74.4783,5.7482e-05,49.3954,15.3186,9.69732,3
16,20000,5000,50,100,1,74.28,5.6512e-05,49.1949,15.3099,9.7093,4
16,20000,5000,50,100,1,74.3712,6.2142e-05,49.2466,15.2764,9.75169,5
16,20000,5000,50,100,1,74.3587,8.8842e-05,49.2065,15.3233,9.76243,6
16,20000,5000,50,100,1,74.5572,5.8732e-05,49.3361,15.3825,9.76884,7
16,20000,5000,50,100,1,74.4017,0.000140944,49.2631,15.3047,9.76405,8
16,20000,5000,50,100,1,74.6463,6.0882e-05,49.4013,15.4009,9.77661,9

Cores,N_train,N_test,N_tiles,N_regressor,Opt_iter,Total_time,Init_time,Opt_time,Pred_Uncer_time,Predict_time,N_loop
16,20000,5000,100,100,1,80.3822,0.000353722,53.6639,16.1661,10.3877,0
16,20000,5000,100,100,1,79.3092,9.4773e-05,53.0165,16.0562,10.1619,1
16,20000,5000,100,100,1,78.774,5.7102e-05,52.7581,15.737,10.2061,2
16,20000,5000,100,100,1,78.8662,6.4042e-05,52.7502,15.8035,10.2232,3
16,20000,5000,100,100,1,79.2187,6.7052e-05,53.0672,15.7954,10.2836,4
16,20000,5000,100,100,1,79.3576,6.1322e-05,53.4278,15.6529,10.2114,5
16,20000,5000,100,100,1,79.3005,6.1652e-05,53.2467,15.691,10.2972,6
16,20000,5000,100,100,1,79.04,5.5052e-05,53.0974,15.563,10.3081,7
16,20000,5000,100,100,1,79.722,6.3671e-05,53.5157,15.8755,10.2628,8
16,20000,5000,100,100,1,79.5493,5.5422e-05,53.3953,15.8612,10.2216,9

Cores,N_train,N_test,N_tiles,N_regressor,Opt_iter,Total_time,Init_time,Opt_time,Pred_Uncer_time,Predict_time,N_loop
16,20000,5000,200,100,1,167.058,0.000204396,116.974,30.8344,19.0858,0
16,20000,5000,200,100,1,163.624,7.0442e-05,113.7,30.8603,18.9658,1
16,20000,5000,200,100,1,163.596,0.000245508,114.118,30.6462,18.7487,2
16,20000,5000,200,100,1,163.531,5.5542e-05,113.838,30.8241,18.7617,3
16,20000,5000,200,100,1,162.451,9.0322e-05,112.896,30.594,18.8817,4
16,20000,5000,200,100,1,163.646,6.5092e-05,113.373,31.098,19.0777,5
16,20000,5000,200,100,1,163.913,0.000181535,114.04,30.8445,18.9534,6
16,20000,5000,200,100,1,163.834,0.000121743,114.05,30.672,19.0136,7
16,20000,5000,200,100,1,163.074,0.000269108,113.564,30.6911,18.7447,8
16,20000,5000,200,100,1,164.786,5.5162e-05,114.544,31.0374,19.077,9


Cores,N_train,N_test,N_tiles,N_regressor,Opt_iter,Total_time,Init_time,Opt_time,Pred_Uncer_time,Predict_time,N_loop
16,20000,5000,500,100,1,2521.66,0.000351561,2061.2,334.261,125.874,0
16,20000,5000,500,100,1,2691.12,0.000263969,2040.34,354.673,295.759,1
16,20000,5000,500,100,1,2476.22,9.7103e-05,2050.07,329.312,96.4824,2
16,20000,5000,500,100,1,2517.86,0.000532277,2051.19,335.139,131.195,3
16,20000,5000,500,100,1,2681.38,0.000117353,2049.77,333.571,297.681,4
16,20000,5000,500,100,1,2498.27,0.000198656,2054.89,328.598,114.458,5
16,20000,5000,500,100,1,2584.38,0.000151315,2053.88,331.494,198.655,6
16,20000,5000,500,100,1,2512.67,0.000108254,2063.23,330.166,118.92,7
16,20000,5000,500,100,1,2510.49,8.4853e-05,2059.98,330.659,119.49,8
16,20000,5000,500,100,1,2696.56,0.000287138,2064.4,328.603,303.292,9
