Cores,N_train,N_test,N_tiles,N_regressor,Opt_iter,Total_time,Init_time,Opt_time,Pred_Uncer_time,Predict_time,N_loop
64,20000,5000,25,100,1,30.0953,7.2553e-05,18.6543,7.08143,4.26235,5
64,20000,5000,25,100,1,30.2591,0.000102314,18.754,7.04973,4.32638,6
64,20000,5000,25,100,1,30.1752,7.0603e-05,18.8247,7.1136,4.15369,7
64,20000,5000,25,100,1,30.041,6.6282e-05,18.5819,7.05835,4.27683,8
64,20000,5000,25,100,1,30.2455,6.9942e-05,18.7922,6.98051,4.3859,9
128,20000,5000,25,100,1,34.7798,6.4492e-05,21.4167,8.45839,4.782,0
128,20000,5000,25,100,1,35.3331,5.5652e-05,21.6599,8.58741,4.92903,1
128,20000,5000,25,100,1,35.1388,5.8071e-05,21.4232,8.93502,4.66486,2
128,20000,5000,25,100,1,33.7641,0.000100124,20.7416,8.2126,4.66338,3
128,20000,5000,25,100,1,34.184,5.8661e-05,21.1734,8.16803,4.72492,4
128,20000,5000,25,100,1,33.7397,7.6992e-05,20.7307,8.0161,4.84495,5
128,20000,5000,25,100,1,33.6688,7.8482e-05,20.7929,7.85343,4.90916,6
128,20000,5000,25,100,1,33.0734,9.4903e-05,20.2294,8.18592,4.50523,7
128,20000,5000,25,100,1,33.9128,5.8042e-05,20.6126,8.40844,4.77989,8
128,20000,5000,25,100,1,33.0878,7.1672e-05,20.0394,8.1376,4.76268,9
