Cores,N_train,N_test,N_Tiles,N_reg,Opt_iter,Total_time,Init_time,Opt_Time,Pred_Var_time,Pred_time,N_loop
64,10000,5000,25,100,0,2.68202543258667,0.0010769367218017578,0.0016868114471435547,1.624119520187378,0.851240873336792,0
64,10000,5000,25,100,0,2.3766250610351562,0.0017385482788085938,0.0005571842193603516,1.4337716102600098,0.8537850379943848,1
64,10000,5000,25,100,0,2.413902521133423,0.0011067390441894531,0.003984928131103516,1.4517757892608643,0.8683078289031982,2
64,10000,5000,25,100,0,2.4418792724609375,0.0009403228759765625,0.0003840923309326172,1.4786641597747803,0.8704471588134766,3
64,10000,5000,25,100,0,2.456927537918091,0.0009386539459228516,0.0005121231079101562,1.5135765075683594,0.8524138927459717,4
64,10000,5000,25,100,0,2.5278289318084717,0.0009396076202392578,0.000576019287109375,1.5629000663757324,0.8808634281158447,5
64,10000,5000,25,100,0,2.590630292892456,0.0009386539459228516,0.000579833984375,1.6149134635925293,0.8787698745727539,6
64,10000,5000,25,100,0,2.678069829940796,0.0009238719940185547,0.00046133995056152344,1.6814966201782227,0.9050121307373047,7
64,10000,5000,25,100,0,2.6971821784973145,0.000946044921875,0.00046253204345703125,1.7096517086029053,0.8977413177490234,8
64,10000,5000,25,100,0,2.715776205062866,0.0011091232299804688,0.00043702125549316406,1.7052392959594727,0.9211971759796143,9
64,20000,5000,25,100,0,11.407488346099854,0.0020470619201660156,0.0009968280792236328,7.112255811691284,4.209585666656494,0
64,20000,5000,25,100,0,11.102342367172241,0.003238677978515625,0.0011494159698486328,6.8495447635650635,4.1527814865112305,1
64,20000,5000,25,100,0,11.134182929992676,0.0019903182983398438,0.0007183551788330078,6.911308765411377,4.140561819076538,2
64,20000,5000,25,100,0,11.297567367553711,0.0018537044525146484,0.0005707740783691406,7.020347356796265,4.195521354675293,3
64,20000,5000,25,100,0,11.378697395324707,0.001957416534423828,0.000797271728515625,7.055942058563232,4.205133438110352,4
64,20000,5000,25,100,0,11.25855302810669,0.0020525455474853516,0.0013048648834228516,6.962827920913696,4.20890736579895,5
64,20000,5000,25,100,0,11.423948764801025,0.002733469009399414,0.0005886554718017578,7.089759588241577,4.2452497482299805,6
64,20000,5000,25,100,0,11.346869230270386,0.0028667449951171875,0.0007340908050537109,6.972829341888428,4.286357879638672,7
64,20000,5000,25,100,0,11.239552974700928,0.0020074844360351562,0.0005755424499511719,6.9989964962005615,4.156002759933472,8
64,20000,5000,25,100,0,11.27066159248352,0.00189971923828125,0.0005702972412109375,6.968256950378418,4.215834140777588,9
64,30000,5000,25,100,0,28.26644229888916,0.0030481815338134766,0.002350330352783203,17.29045867919922,10.85988473892212,0
64,30000,5000,25,100,0,28.051664352416992,0.004004478454589844,0.0010013580322265625,16.866340160369873,11.097874641418457,1
64,30000,5000,25,100,0,28.101794481277466,0.0038318634033203125,0.0031905174255371094,17.128158569335938,10.89485216140747,2
64,30000,5000,25,100,0,27.788719654083252,0.0031058788299560547,0.0036885738372802734,16.84304189682007,10.824018478393555,3
64,30000,5000,25,100,0,28.482523202896118,0.00311279296875,0.0025467872619628906,17.181804418563843,11.206085205078125,4
64,30000,5000,25,100,0,27.91373610496521,0.003520488739013672,0.005415439605712891,17.032891511917114,10.77868127822876,5
64,30000,5000,25,100,0,28.31069803237915,0.0030999183654785156,0.0021796226501464844,17.15015721321106,11.038154125213623,6
64,30000,5000,25,100,0,28.293091297149658,0.003111124038696289,0.0020732879638671875,17.318174123764038,10.880436897277832,7
64,30000,5000,25,100,0,27.916937112808228,0.0030591487884521484,0.0019321441650390625,16.948474645614624,10.871711015701294,8
