Cores,N_train,N_test,N_Tiles,N_reg,Opt_iter,Total_time,Init_time,Opt_Time,Pred_Var_time,Pred_Full_time,Pred_time,N_loop
1,10000,5000,25,100,1,170.84389567375183,0.0020194053649902344,65.8377754688263,34.32438063621521,50.163944721221924,20.38654398918152,0
1,10000,5000,25,100,1,169.345632314682,0.0017371177673339844,65.08040976524353,34.157958030700684,49.7773118019104,20.277785778045654,1
1,10000,5000,25,100,1,169.42526006698608,0.0016219615936279297,65.11926531791687,34.19536304473877,49.753631830215454,20.302785634994507,2
1,10000,5000,25,100,1,169.06607341766357,0.0015683174133300781,64.86580753326416,34.12071180343628,49.760711908340454,20.265753507614136,3
1,10000,5000,25,100,1,169.63925504684448,0.0016231536865234375,65.14968085289001,34.209551095962524,49.89414358139038,20.305426359176636,4
1,10000,5000,25,100,1,169.63019323349,0.0016398429870605469,65.22477674484253,34.17015218734741,49.845099210739136,20.338220357894897,5
1,10000,5000,25,100,1,169.5001039505005,0.0009770393371582031,65.14656639099121,34.174752712249756,49.82449746131897,20.301581859588623,6
1,10000,5000,25,100,1,169.3666877746582,0.0015802383422851562,65.09053182601929,34.11579346656799,49.80971670150757,20.298307418823242,7
1,10000,5000,25,100,1,169.09851145744324,0.0015904903411865234,64.84193992614746,34.15586876869202,49.77901291847229,20.267662525177002,8
1,10000,5000,25,100,1,169.5136706829071,0.0015196800231933594,65.12661814689636,34.167195081710815,49.85249042510986,20.314743280410767,9
2,10000,5000,25,100,1,88.13698124885559,0.0009512901306152344,34.80543398857117,17.502543449401855,25.339412927627563,10.408456802368164,0
2,10000,5000,25,100,1,88.2272219657898,0.0015022754669189453,34.83131003379822,17.558517932891846,25.356860876083374,10.428896427154541,1
2,10000,5000,25,100,1,88.1645348072052,0.0015311241149902344,34.765960931777954,17.56317687034607,25.39225721359253,10.390085697174072,2
2,10000,5000,25,100,1,88.00911450386047,0.0014872550964355469,34.61367130279541,17.549357175827026,25.384738445281982,10.40920877456665,3
2,10000,5000,25,100,1,88.31721687316895,0.0014836788177490234,34.86176872253418,17.58132815361023,25.419492483139038,10.401283979415894,4
2,10000,5000,25,100,1,88.0433452129364,0.001417398452758789,34.736509799957275,17.514074325561523,25.35594391822815,10.3851318359375,5
2,10000,5000,25,100,1,87.67076587677002,0.0014035701751708984,34.51119923591614,17.47669005393982,25.28329825401306,10.347703456878662,6
2,10000,5000,25,100,1,88.25802063941956,0.0015249252319335938,34.8834764957428,17.54078245162964,25.385717391967773,10.396228790283203,7
2,10000,5000,25,100,1,88.26892399787903,0.0019500255584716797,34.89002990722656,17.533024072647095,25.39102268218994,10.399438381195068,8
2,10000,5000,25,100,1,88.10481691360474,0.0018682479858398438,34.742878675460815,17.54243755340576,25.3752920627594,10.392005205154419,9
4,10000,5000,25,100,1,49.729517459869385,0.0013883113861083984,20.51562213897705,9.653261184692383,13.907893419265747,5.593558311462402,0
4,10000,5000,25,100,1,49.812171459198,0.0019989013671875,20.61871647834778,9.654670476913452,13.936140775680542,5.573836088180542,1
4,10000,5000,25,100,1,49.653905153274536,0.0015060901641845703,20.49168872833252,9.64198923110962,13.882117986679077,5.553858757019043,2
4,10000,5000,25,100,1,49.56546473503113,0.0013365745544433594,20.38740062713623,9.633155107498169,13.94345211982727,5.5772857666015625,3
4,10000,5000,25,100,1,49.78429126739502,0.001973390579223633,20.532166004180908,9.675628185272217,13.93753719329834,5.582115650177002,4
4,10000,5000,25,100,1,49.65467691421509,0.0014579296112060547,20.480724096298218,9.672358512878418,13.888752460479736,5.589536428451538,5
4,10000,5000,25,100,1,49.48467826843262,0.0014591217041015625,20.294208765029907,9.656476974487305,13.913933992385864,5.566988468170166,6
4,10000,5000,25,100,1,49.67823791503906,0.0015058517456054688,20.43735122680664,9.711862564086914,13.93403172492981,5.5695226192474365,7
4,10000,5000,25,100,1,49.75091242790222,0.0015447139739990234,20.526822328567505,9.663960218429565,13.916926860809326,5.590362071990967,8
4,10000,5000,25,100,1,49.73048973083496,0.0014226436614990234,20.536444902420044,9.659162521362305,13.923636198043823,5.587490558624268,9
8,10000,5000,25,100,1,28.040791034698486,0.0014340877532958984,11.799437522888184,5.423742294311523,7.639266490936279,3.1205978393554688,0
8,10000,5000,25,100,1,28.010946035385132,0.0008857250213623047,11.818550825119019,5.409779071807861,7.637459993362427,3.118474006652832,1
8,10000,5000,25,100,1,27.919543027877808,0.0014858245849609375,11.765552043914795,5.403318881988525,7.63273811340332,3.0877456665039062,2
8,10000,5000,25,100,1,27.987722396850586,0.0014896392822265625,11.781256914138794,5.391477346420288,7.674498081207275,3.0774481296539307,3
8,10000,5000,25,100,1,27.981579065322876,0.0009059906005859375,11.821968078613281,5.390603303909302,7.6171252727508545,3.1251940727233887,4
8,10000,5000,25,100,1,27.981184720993042,0.0008854866027832031,11.810251235961914,5.413100957870483,7.6140971183776855,3.115814208984375,5
8,10000,5000,25,100,1,28.007850170135498,0.0014781951904296875,11.843899011611938,5.387726068496704,7.623560667037964,3.0970892906188965,6
8,10000,5000,25,100,1,28.00083565711975,0.000888824462890625,11.85940933227539,5.39163064956665,7.623608827590942,3.098991632461548,7
8,10000,5000,25,100,1,27.97044849395752,0.0014832019805908203,11.825023889541626,5.374711751937866,7.61778998374939,3.124781847000122,8
8,10000,5000,25,100,1,28.03779697418213,0.0014986991882324219,11.824291229248047,5.418187141418457,7.614667892456055,3.125187873840332,9
16,10000,5000,25,100,1,22.741798400878906,0.0016798973083496094,10.487796306610107,4.287784099578857,5.606571674346924,2.2236249446868896,0
16,10000,5000,25,100,1,21.086132526397705,0.0010690689086914062,9.522796154022217,3.9734528064727783,5.408768892288208,2.141205310821533,1
16,10000,5000,25,100,1,20.145390510559082,0.0008537769317626953,9.112125873565674,3.7815654277801514,5.165633916854858,2.0498671531677246,2
