Cores,N_train,N_test,N_Tiles,N_reg,Opt_iter,Total_time,Init_time,Opt_Time,Pred_Var_time,Pred_time,N_loop
1,20000,5000,25,100,1,741.3576335906982,0.0037903785705566406,484.7636389732361,156.16344738006592,100.28109049797058,0
1,20000,5000,25,100,1,746.4501807689667,0.00205230712890625,489.72895526885986,156.13193726539612,100.46625399589539,1
1,20000,5000,25,100,1,746.2790615558624,0.0024237632751464844,489.4657897949219,156.256174325943,100.40397477149963,2
1,20000,5000,25,100,1,748.0394577980042,0.003227710723876953,490.68612360954285,156.68587708473206,100.54437017440796,3
1,20000,5000,25,100,1,745.262993812561,0.003267049789428711,488.77372217178345,156.15308785438538,100.18141674995422,4
1,20000,5000,25,100,1,744.0887973308563,0.002007007598876953,487.6331763267517,156.21224808692932,100.11392188072205,5
1,20000,5000,25,100,1,742.7317082881927,0.0019669532775878906,486.73149132728577,155.86147117614746,99.98977327346802,6
1,20000,5000,25,100,1,743.0770208835602,0.002048015594482422,486.76320481300354,155.93723320960999,100.2512354850769,7
1,20000,5000,25,100,1,744.1056582927704,0.0019626617431640625,488.2306091785431,155.67155003547668,100.04527974128723,8
1,20000,5000,25,100,1,741.4465935230255,0.001931905746459961,485.3853566646576,155.8942837715149,100.04338145256042,9
2,20000,5000,25,100,1,391.4724597930908,0.0020525455474853516,257.25361585617065,82.517343044281,51.54099750518799,0
2,20000,5000,25,100,1,390.5983006954193,0.003154754638671875,256.58458733558655,82.36079478263855,51.59120750427246,1
2,20000,5000,25,100,1,390.5143041610718,0.0031583309173583984,256.37182784080505,82.35924434661865,51.65004205703735,2
2,20000,5000,25,100,1,390.6959328651428,0.0031266212463378906,256.4511151313782,82.48476696014404,51.669776916503906,3
2,20000,5000,25,100,1,391.0830183029175,0.0020716190338134766,256.80124044418335,82.53930330276489,51.61337494850159,4
2,20000,5000,25,100,1,390.92202711105347,0.0021991729736328125,256.8071565628052,82.38071370124817,51.66582131385803,5
2,20000,5000,25,100,1,391.37912011146545,0.004286050796508789,256.8806781768799,82.6033775806427,51.714364528656006,6
2,20000,5000,25,100,1,390.9828863143921,0.0020020008087158203,256.7880470752716,82.48485779762268,51.642733097076416,7
2,20000,5000,25,100,1,390.66850209236145,0.001949310302734375,256.4971754550934,82.3285231590271,51.709550619125366,8
2,20000,5000,25,100,1,390.6423888206482,0.003097057342529297,256.37086844444275,82.55157446861267,51.6303813457489,9
4,20000,5000,25,100,1,206.50098633766174,0.0018553733825683594,135.26520133018494,44.05387568473816,27.058629512786865,0
4,20000,5000,25,100,1,206.39573693275452,0.002040863037109375,135.08190941810608,44.167184829711914,27.086507320404053,1
4,20000,5000,25,100,1,206.2812728881836,0.0031633377075195312,135.0426709651947,44.11260962486267,27.06438159942627,2
4,20000,5000,25,100,1,206.6442153453827,0.001886129379272461,135.36538910865784,44.10094594955444,27.08791708946228,3
4,20000,5000,25,100,1,206.41860151290894,0.0022704601287841797,135.14956331253052,44.16473722457886,27.043819189071655,4
4,20000,5000,25,100,1,206.41471934318542,0.003078460693359375,135.0276608467102,44.20951557159424,27.1171977519989,5
4,20000,5000,25,100,1,206.81347179412842,0.0033180713653564453,135.31914448738098,44.307228088378906,27.125271320343018,6
4,20000,5000,25,100,1,205.78035521507263,0.0019311904907226562,134.6027534008026,44.22321105003357,26.896463871002197,7
4,20000,5000,25,100,1,207.44806742668152,0.003113269805908203,135.54943323135376,44.657729625701904,27.149391174316406,8
