Cores,N_train,N_test,N_Tiles,N_reg,Opt_iter,Total_time,Init_time,Opt_Time,Pred_Var_time,Pred_time,N_loop
64,10000,5000,100,100,0,9.87343454360962,0.0016758441925048828,1.1920928955078125e-06,5.879509210586548,3.7924959659576416,0
64,10000,5000,100,100,0,8.955193758010864,0.0010783672332763672,4.76837158203125e-07,6.464605808258057,2.3939566612243652,1
64,10000,5000,100,100,0,7.979460954666138,0.0010101795196533203,4.76837158203125e-07,5.4634692668914795,2.4278156757354736,2
64,10000,5000,100,100,0,8.015514850616455,0.0009963512420654297,4.76837158203125e-07,5.570078611373901,2.353410482406616,3
64,10000,5000,100,100,0,8.217325448989868,0.0010051727294921875,7.152557373046875e-07,5.433452129364014,2.693204402923584,4
64,10000,5000,100,100,0,8.29240345954895,0.0009887218475341797,2.384185791015625e-07,5.80963659286499,2.3886847496032715,5
64,10000,5000,100,100,0,8.237267255783081,0.0010406970977783203,4.0531158447265625e-06,5.486172676086426,2.658630847930908,6
64,10000,5000,100,100,0,8.036120891571045,0.0010223388671875,4.76837158203125e-07,5.606055736541748,2.3366870880126953,7
64,10000,5000,100,100,0,8.20914363861084,0.0015912055969238281,4.76837158203125e-07,5.369005441665649,2.711902141571045,8
64,10000,5000,100,100,0,9.061546564102173,0.0009772777557373047,7.152557373046875e-07,5.794997930526733,3.1721012592315674,9
64,20000,5000,100,100,0,17.32507586479187,0.0024607181549072266,4.76837158203125e-07,10.566705465316772,6.667716026306152,0
64,20000,5000,100,100,0,17.701640605926514,0.0023093223571777344,1.1920928955078125e-06,10.807069778442383,6.809077024459839,1
64,20000,5000,100,100,0,18.048705339431763,0.0020933151245117188,7.152557373046875e-07,11.174604177474976,6.792816162109375,2
64,20000,5000,100,100,0,18.36545205116272,0.003241300582885742,1.1920928955078125e-06,11.305163383483887,6.941359281539917,3
64,20000,5000,100,100,0,18.452456951141357,0.002110004425048828,7.152557373046875e-07,11.339978694915771,7.026682615280151,4
64,20000,5000,100,100,0,18.599586486816406,0.0022690296173095703,2.384185791015625e-06,11.49608850479126,7.014409780502319,5
64,20000,5000,100,100,0,18.538196802139282,0.0033843517303466797,4.76837158203125e-07,11.444900274276733,7.007725715637207,6
64,20000,5000,100,100,0,18.6230571269989,0.0031332969665527344,2.384185791015625e-07,11.52847695350647,6.98447847366333,7
64,20000,5000,100,100,0,18.6550030708313,0.0019812583923339844,4.76837158203125e-07,11.559422731399536,7.011983633041382,8
64,20000,5000,100,100,0,18.64925527572632,0.0019812583923339844,7.152557373046875e-07,11.566295623779297,6.999873638153076,9
64,30000,5000,100,100,0,45.468700647354126,0.003305196762084961,7.152557373046875e-07,30.32741379737854,15.039559841156006,0
64,30000,5000,100,100,0,44.17638683319092,0.003139019012451172,4.76837158203125e-07,29.347455978393555,14.705661296844482,1
64,30000,5000,100,100,0,44.5546772480011,0.0029976367950439453,7.152557373046875e-07,29.756737232208252,14.699812173843384,2
64,30000,5000,100,100,0,44.91252517700195,0.002928018569946289,7.152557373046875e-07,30.000298738479614,14.77791142463684,3
64,30000,5000,100,100,0,44.236387729644775,0.0038857460021972656,9.5367431640625e-07,29.390056610107422,14.732548952102661,4
64,30000,5000,100,100,0,44.263346433639526,0.0030951499938964844,7.152557373046875e-07,29.40743637084961,14.720985174179077,5
64,30000,5000,100,100,0,44.544840812683105,0.0029039382934570312,7.152557373046875e-07,29.618910789489746,14.825875520706177,6
64,30000,5000,100,100,0,45.014575719833374,0.0029764175415039062,9.5367431640625e-07,29.934572219848633,14.918229818344116,7
64,30000,5000,100,100,0,44.394951820373535,0.004388093948364258,7.152557373046875e-07,29.49429678916931,14.794750928878784,8
64,30000,5000,100,100,0,44.76978635787964,0.004901409149169922,4.76837158203125e-07,29.780744791030884,14.848543643951416,9
64,40000,5000,100,100,0,79.23315095901489,0.0043487548828125,7.152557373046875e-07,49.89257478713989,29.220454216003418,0
64,40000,5000,100,100,0,78.24185633659363,0.0040738582611083984,9.5367431640625e-07,48.88921523094177,29.208365440368652,1
64,40000,5000,100,100,0,77.62541580200195,0.006393909454345703,9.5367431640625e-07,48.34312129020691,29.131837368011475,2
64,40000,5000,100,100,0,77.51883363723755,0.003899097442626953,4.76837158203125e-07,48.26124310493469,29.11644220352173,3
64,40000,5000,100,100,0,76.10090756416321,0.003919124603271484,1.1920928955078125e-06,46.929627418518066,29.031100749969482,4
64,40000,5000,100,100,0,76.966068983078,0.00400996208190918,7.152557373046875e-07,47.73370385169983,29.099454641342163,5
64,40000,5000,100,100,0,76.24635720252991,0.003838777542114258,1.1920928955078125e-06,47.061190366744995,29.040525436401367,6
64,40000,5000,100,100,0,75.95961618423462,0.0039806365966796875,4.76837158203125e-07,46.77273488044739,29.047077655792236,7
64,40000,5000,100,100,0,76.76346063613892,0.003992557525634766,1.1920928955078125e-06,47.57250738143921,29.056553602218628,8
64,40000,5000,100,100,0,76.32186317443848,0.0040531158447265625,1.1920928955078125e-06,47.095839738845825,29.083800554275513,9
64,50000,5000,100,100,0,108.54666638374329,0.005350589752197266,1.1920928955078125e-06,60.70901966094971,47.66032600402832,0
64,50000,5000,100,100,0,108.85983419418335,0.0054814815521240234,7.152557373046875e-07,60.78597593307495,47.92554950714111,1
64,50000,5000,100,100,0,108.86094212532043,0.005408287048339844,3.0994415283203125e-06,60.68120455741882,48.03132629394531,2
64,50000,5000,100,100,0,108.91268396377563,0.0053098201751708984,1.1920928955078125e-06,60.77468776702881,47.985700607299805,3
64,50000,5000,100,100,0,108.73166227340698,0.005492448806762695,9.5367431640625e-07,60.69230818748474,47.89043712615967,4
64,50000,5000,100,100,0,108.86482691764832,0.006192207336425781,3.0994415283203125e-06,60.92729735374451,47.77861309051514,5
64,50000,5000,100,100,0,108.83733367919922,0.010679483413696289,2.6226043701171875e-06,60.932164669036865,47.741007804870605,6
64,50000,5000,100,100,0,108.67260503768921,0.005365848541259766,7.152557373046875e-07,60.57035565376282,47.95295834541321,7
64,50000,5000,100,100,0,108.67505264282227,0.005464792251586914,7.152557373046875e-07,60.77496790885925,47.7532434463501,8
64,50000,5000,100,100,0,108.97703981399536,0.005384683609008789,9.5367431640625e-07,60.85557532310486,47.94248676300049,9
64,60000,5000,100,100,0,196.90099024772644,0.006683349609375,7.152557373046875e-07,123.45067048072815,73.28584885597229,0
64,60000,5000,100,100,0,196.7795922756195,0.006475687026977539,9.5367431640625e-07,123.13493990898132,73.48725891113281,1
64,60000,5000,100,100,0,196.71852588653564,0.005974292755126953,9.5367431640625e-07,123.0805082321167,73.47897005081177,2
64,60000,5000,100,100,0,196.7855384349823,0.006148338317871094,7.152557373046875e-07,123.15734267234802,73.46739077568054,3
64,60000,5000,100,100,0,196.97915768623352,0.006264448165893555,7.152557373046875e-07,123.37761783599854,73.40867304801941,4
64,60000,5000,100,100,0,196.9692199230194,0.0060651302337646484,7.152557373046875e-07,123.34044742584229,73.47167897224426,5
64,60000,5000,100,100,0,197.13391304016113,0.006012439727783203,9.5367431640625e-07,123.53042459487915,73.4176173210144,6
64,60000,5000,100,100,0,197.1325387954712,0.006031036376953125,9.5367431640625e-07,123.38502550125122,73.58715343475342,7
64,60000,5000,100,100,0,197.24090766906738,0.006124973297119141,9.5367431640625e-07,123.55605292320251,73.52112483978271,8
64,60000,5000,100,100,0,197.3069190979004,0.006188392639160156,9.5367431640625e-07,123.5415108203888,73.57556748390198,9
64,70000,5000,100,100,0,304.45825934410095,0.007193088531494141,9.5367431640625e-07,188.71626091003418,115.57840609550476,0
64,70000,5000,100,100,0,304.68729853630066,0.008229732513427734,1.1920928955078125e-06,188.70258283615112,115.80695033073425,1
64,70000,5000,100,100,0,304.7015166282654,0.007396221160888672,4.76837158203125e-07,188.9485194683075,115.58807134628296,2
64,70000,5000,100,100,0,304.82383942604065,0.007820367813110352,2.1457672119140625e-06,188.9147469997406,115.70220971107483,3
64,70000,5000,100,100,0,306.01908922195435,0.007231473922729492,2.1457672119140625e-06,189.80417823791504,116.03679084777832,4
64,70000,5000,100,100,0,304.4343068599701,0.007653713226318359,9.5367431640625e-07,188.64410543441772,115.6180419921875,5
64,70000,5000,100,100,0,304.753041267395,0.007622480392456055,7.152557373046875e-07,188.8644585609436,115.696786403656,6
64,70000,5000,100,100,0,304.71859884262085,0.007359504699707031,9.5367431640625e-07,188.69406509399414,115.77594685554504,7
64,70000,5000,100,100,0,304.395800113678,0.0076334476470947266,7.152557373046875e-07,188.57020044326782,115.65910577774048,8
64,70000,5000,100,100,0,304.72049260139465,0.007555723190307617,9.5367431640625e-07,188.91458654403687,115.60547304153442,9
64,80000,5000,100,100,0,432.95529651641846,0.008663654327392578,7.152557373046875e-07,267.8857190608978,164.91693258285522,0
64,80000,5000,100,100,0,432.2337875366211,0.008661508560180664,9.5367431640625e-07,267.14026856422424,164.94429874420166,1
64,80000,5000,100,100,0,433.20771956443787,0.009126901626586914,4.76837158203125e-07,267.41311621665955,165.5513870716095,2
64,80000,5000,100,100,0,432.08482694625854,0.008572578430175781,7.152557373046875e-07,266.1375980377197,165.79123210906982,3
64,80000,5000,100,100,0,432.79540729522705,0.00859379768371582,1.1920928955078125e-06,267.2729432582855,165.31304264068604,4
64,80000,5000,100,100,0,433.0668866634369,0.008682966232299805,1.1920928955078125e-06,267.695499420166,165.20086145401,5
64,80000,5000,100,100,0,432.39044189453125,0.008863687515258789,9.5367431640625e-07,267.0999231338501,165.0776388645172,6
64,80000,5000,100,100,0,432.8361220359802,0.008812665939331055,9.5367431640625e-07,267.5174608230591,165.16904759407043,7
64,80000,5000,100,100,0,432.8949360847473,0.008782148361206055,1.1920928955078125e-06,267.41845059394836,165.23030161857605,8
64,80000,5000,100,100,0,432.3548471927643,0.008818626403808594,9.5367431640625e-07,267.0333254337311,165.15429139137268,9
64,90000,5000,100,100,0,543.596132516861,0.009734630584716797,7.152557373046875e-07,339.5801079273224,203.7627375125885,0
64,90000,5000,100,100,0,542.0516993999481,0.009107351303100586,1.9073486328125e-06,338.36554074287415,203.44605803489685,1
64,90000,5000,100,100,0,542.1019916534424,0.009449243545532227,1.430511474609375e-06,338.2002429962158,203.68119382858276,2
64,90000,5000,100,100,0,542.2344739437103,0.00916290283203125,3.5762786865234375e-06,338.35751247406006,203.62238931655884,3
64,90000,5000,100,100,0,542.590886592865,0.009077072143554688,9.5367431640625e-07,338.4104928970337,203.9645118713379,4
64,90000,5000,100,100,0,542.4425094127655,0.009168148040771484,1.6689300537109375e-06,338.44745683670044,203.7534794807434,5
64,90000,5000,100,100,0,542.2749211788177,0.009680986404418945,1.1920928955078125e-06,338.2563762664795,203.7718687057495,6
64,90000,5000,100,100,0,543.6704602241516,0.009572267532348633,9.5367431640625e-07,339.3048219680786,204.10620307922363,7
64,90000,5000,100,100,0,543.2184975147247,0.009905338287353516,1.1920928955078125e-06,339.2499659061432,203.74263215065002,8
64,90000,5000,100,100,0,543.1582477092743,0.009018182754516602,1.1920928955078125e-06,339.0671350955963,203.8389015197754,9
64,100000,5000,100,100,0,579.7260789871216,0.011107444763183594,2.1457672119140625e-06,308.72915601730347,270.76690673828125,0
64,100000,5000,100,100,0,579.6140835285187,0.010820388793945312,1.1920928955078125e-06,308.7521197795868,270.6092121601105,1
64,100000,5000,100,100,0,579.107095003128,0.011091232299804688,9.5367431640625e-07,308.704304933548,270.1903862953186,2
64,100000,5000,100,100,0,579.5169363021851,0.010709524154663086,1.430511474609375e-06,308.6755361557007,270.58779883384705,3
64,100000,5000,100,100,0,579.5522153377533,0.010823965072631836,1.430511474609375e-06,309.1365704536438,270.1943233013153,4
64,100000,5000,100,100,0,579.4671912193298,0.010858774185180664,1.1920928955078125e-06,308.91064405441284,270.30572271347046,5
64,100000,5000,100,100,0,580.0993120670319,0.011228084564208984,2.6226043701171875e-06,309.248188495636,270.63298416137695,6
64,100000,5000,100,100,0,579.3791124820709,0.011055231094360352,7.152557373046875e-07,308.91581535339355,270.2221429347992,7
64,100000,5000,100,100,0,579.2969708442688,0.010886192321777344,1.1920928955078125e-06,308.56024503707886,270.5176522731781,8
64,100000,5000,100,100,0,579.8686530590057,0.011094331741333008,1.1920928955078125e-06,309.04061627388,270.5658574104309,9
