Cores,N_train,N_test,N_Tiles,N_reg,Opt_iter,Total_time,Init_time,Opt_Time,Pred_Var_time,Pred_Full_time,Pred_time,N_loop
4,20000,5000,25,100,0,125.31165289878845,0.0017931461334228516,4.76837158203125e-07,44.37040662765503,53.01968455314636,27.02773427963257,6
4,20000,5000,25,100,0,124.17637300491333,0.00186920166015625,4.76837158203125e-07,44.239174127578735,52.889992237091064,26.9868586063385,7
4,20000,5000,25,100,0,124.08088374137878,0.0018305778503417969,4.76837158203125e-07,44.18605995178223,52.868385314941406,26.965192556381226,8
4,20000,5000,25,100,0,124.25645661354065,0.0028367042541503906,4.76837158203125e-07,44.28604769706726,52.90132284164429,27.006093978881836,9
8,20000,5000,25,100,0,70.7373993396759,0.00171661376953125,1.9073486328125e-06,25.35884928703308,30.269989252090454,15.04504656791687,0
8,20000,5000,25,100,0,70.94580268859863,0.0018422603607177734,2.6226043701171875e-06,25.476429224014282,30.285444259643555,15.119592666625977,1
8,20000,5000,25,100,0,70.79782772064209,0.0016906261444091797,7.152557373046875e-07,25.48419451713562,30.241077184677124,15.009997844696045,2
8,20000,5000,25,100,0,70.94243335723877,0.002265453338623047,1.6689300537109375e-06,25.46519684791565,30.315574169158936,15.092301607131958,3
8,20000,5000,25,100,0,70.94038677215576,0.0018377304077148438,4.76837158203125e-07,25.514320135116577,30.22575306892395,15.137275218963623,4
8,20000,5000,25,100,0,71.09328150749207,0.0028231143951416016,2.384185791015625e-07,25.564184188842773,30.224521160125732,15.234254837036133,5
8,20000,5000,25,100,0,70.93829369544983,0.0019102096557617188,2.384185791015625e-07,25.337963342666626,30.356762409210205,15.146177053451538,6
8,20000,5000,25,100,0,70.93369221687317,0.0018711090087890625,4.76837158203125e-07,25.47430157661438,30.29474115371704,15.102470874786377,7
8,20000,5000,25,100,0,70.97332859039307,0.0017113685607910156,7.152557373046875e-07,25.53285813331604,30.08693504333496,15.287482261657715,8
8,20000,5000,25,100,0,70.90150690078735,0.004061698913574219,4.76837158203125e-07,25.519710779190063,30.201808214187622,15.113920211791992,9
16,20000,5000,25,100,0,38.27446460723877,0.0019061565399169922,2.1457672119140625e-06,13.71526837348938,16.359100580215454,8.124492406845093,0
16,20000,5000,25,100,0,38.12767791748047,0.0024285316467285156,4.76837158203125e-07,13.645171880722046,16.34457802772522,8.094310283660889,1
16,20000,5000,25,100,0,38.107953786849976,0.0017099380493164062,1.6689300537109375e-06,13.751661777496338,16.211589574813843,8.072629690170288,2
16,20000,5000,25,100,0,38.10890436172485,0.0017919540405273438,4.76837158203125e-07,13.655612468719482,16.320907592773438,8.09117317199707,3
16,20000,5000,25,100,0,38.179659366607666,0.001725912094116211,4.76837158203125e-07,13.703321933746338,16.290745973587036,8.116852760314941,4
16,20000,5000,25,100,0,38.12050271034241,0.0017528533935546875,4.76837158203125e-07,13.700761795043945,16.283233642578125,8.101310014724731,5
16,20000,5000,25,100,0,38.23955464363098,0.0018839836120605469,4.76837158203125e-07,13.697295904159546,16.338139295578003,8.131809711456299,6
16,20000,5000,25,100,0,38.2184271812439,0.001711130142211914,2.384185791015625e-07,13.785192966461182,16.303189992904663,8.093135833740234,7
16,20000,5000,25,100,0,38.099825620651245,0.0018782615661621094,2.384185791015625e-07,13.684659957885742,16.231173038482666,8.115785121917725,8
16,20000,5000,25,100,0,38.08382534980774,0.001712799072265625,2.384185791015625e-07,13.662942171096802,16.290555000305176,8.093969345092773,9
32,20000,5000,25,100,0,23.454898357391357,0.0017120838165283203,7.152557373046875e-07,8.329330682754517,10.00263524055481,5.035826206207275,0
32,20000,5000,25,100,0,23.468250513076782,0.0017421245574951172,7.152557373046875e-07,8.433388710021973,10.001461029052734,4.974507570266724,1
32,20000,5000,25,100,0,23.324653387069702,0.0017402172088623047,4.76837158203125e-07,8.303023338317871,9.959606885910034,5.015011787414551,2
32,20000,5000,25,100,0,23.481680870056152,0.003999233245849609,2.384185791015625e-07,8.412019968032837,9.976058006286621,5.008436679840088,3
32,20000,5000,25,100,0,23.527133464813232,0.0019876956939697266,3.337860107421875e-06,8.46254014968872,9.992374658584595,5.020453929901123,4
32,20000,5000,25,100,0,23.518436193466187,0.0017535686492919922,4.76837158203125e-07,8.420412063598633,9.990840435028076,5.058617115020752,5
32,20000,5000,25,100,0,23.557931184768677,0.0028808116912841797,1.9073486328125e-06,8.401400089263916,10.038747787475586,5.031353950500488,6
32,20000,5000,25,100,0,23.476802825927734,0.0021054744720458984,4.76837158203125e-07,8.36119294166565,10.045144319534302,5.017400503158569,7
32,20000,5000,25,100,0,23.421081066131592,0.0017514228820800781,7.152557373046875e-07,8.310553550720215,10.01589584350586,5.044755697250366,8
32,20000,5000,25,100,0,23.55034852027893,0.0039081573486328125,4.76837158203125e-07,8.428639650344849,9.97400188446045,5.0566980838775635,9
64,20000,5000,25,100,0,19.022828578948975,0.0018343925476074219,2.1457672119140625e-06,6.855609655380249,8.018246412277222,4.063990354537964,0
64,20000,5000,25,100,0,19.250162363052368,0.0017490386962890625,7.152557373046875e-07,6.90641450881958,8.179862976074219,4.086333990097046,1
64,20000,5000,25,100,0,19.277435541152954,0.0017936229705810547,1.1920928955078125e-06,6.93021559715271,8.042746782302856,4.162391424179077,2
64,20000,5000,25,100,0,19.373070001602173,0.0019381046295166016,4.76837158203125e-07,6.943305253982544,8.192455291748047,4.158365726470947,3
64,20000,5000,25,100,0,19.4733247756958,0.0018742084503173828,7.152557373046875e-07,7.006487607955933,8.192564249038696,4.195568084716797,4
64,20000,5000,25,100,0,19.462578535079956,0.0017948150634765625,7.152557373046875e-07,6.915058612823486,8.25614619255066,4.207530498504639,5
64,20000,5000,25,100,0,19.66749119758606,0.002849102020263672,7.152557373046875e-07,7.011278867721558,8.304959297180176,4.2440619468688965,6
64,20000,5000,25,100,0,19.638081312179565,0.001813650131225586,4.76837158203125e-07,7.040758371353149,8.267508029937744,4.2515339851379395,7
64,20000,5000,25,100,0,19.852118015289307,0.0019958019256591797,7.152557373046875e-07,7.076872110366821,8.328441858291626,4.364447116851807,8
64,20000,5000,25,100,0,19.84556293487549,0.0017642974853515625,7.152557373046875e-07,7.176746845245361,8.365188598632812,4.223137140274048,9
128,20000,5000,25,100,0,27.225595235824585,0.0028791427612304688,9.5367431640625e-07,8.805296897888184,12.686760187149048,5.567259311676025,0
128,20000,5000,25,100,0,31.51349925994873,0.0017325878143310547,7.152557373046875e-07,10.784101247787476,14.066229581832886,6.525378942489624,1
128,20000,5000,25,100,0,30.743480920791626,0.0017247200012207031,7.152557373046875e-07,10.589158773422241,13.740519762039185,6.286245584487915,2
128,20000,5000,25,100,0,30.935850858688354,0.0018117427825927734,7.152557373046875e-07,11.279955863952637,13.574767112731934,5.915115118026733,3
128,20000,5000,25,100,0,30.345355987548828,0.0017633438110351562,1.1920928955078125e-06,11.547587633132935,12.86694622039795,5.806299686431885,4
128,20000,5000,25,100,0,27.708510637283325,0.0027320384979248047,1.1920928955078125e-06,9.704381942749023,12.395829200744629,5.43387770652771,5
128,20000,5000,25,100,0,28.839199781417847,0.0017354488372802734,9.5367431640625e-07,10.29853892326355,12.904288053512573,5.509262561798096,6
128,20000,5000,25,100,0,29.51927375793457,0.0019643306732177734,4.76837158203125e-07,10.24943494796753,13.224544763565063,5.897620916366577,7
128,20000,5000,25,100,0,28.68119478225708,0.0019390583038330078,7.152557373046875e-07,10.021771430969238,12.752137184143066,5.737313270568848,8
128,20000,5000,25,100,0,28.402472019195557,0.0018274784088134766,4.76837158203125e-07,9.959089279174805,12.658881425857544,5.6345250606536865,9
