Cores,N_train,N_test,N_reg,Opt_iter,Total_time,Init_time,Opt_Time,Pred_Var_time,Pred_time,N_loop
1,10000,5000,100,1,524.3517684936523,0.640873908996582,9.284876346588135,514.0397796630859,0.0,0
1,10000,5000,100,1,519.1815369129181,0.6142621040344238,9.32589602470398,508.8503179550171,0.0,1
1,10000,5000,100,1,517.8426470756531,0.001191854476928711,8.782898902893066,508.7365651130676,0.0,2
1,10000,5000,100,1,516.3865759372711,0.0011336803436279297,8.681209802627563,507.3822832107544,0.0,3
1,10000,5000,100,1,517.6567766666412,0.0011334419250488281,8.700663089752197,508.63639187812805,0.0,4
1,10000,5000,100,1,517.8394358158112,0.0011260509490966797,8.910937070846558,508.60958528518677,0.0,5
1,10000,5000,100,1,516.6757643222809,0.001142263412475586,8.728181838989258,507.6374933719635,0.0,6
1,10000,5000,100,1,517.5324337482452,0.001157999038696289,8.6802339553833,508.595410823822,0.0,7
1,10000,5000,100,1,516.2734019756317,0.0011394023895263672,8.70575499534607,507.3125593662262,0.0,8
1,10000,5000,100,1,1037.555148601532,0.6200430393218994,9.320677518844604,515.4552340507507,0.0,9
2,10000,5000,100,1,270.2683033943176,0.6168954372406006,5.331840515136719,263.930899143219,0.0,0
2,10000,5000,100,1,268.65668630599976,0.001416921615600586,4.740427732467651,263.5628402233124,0.0,1
2,10000,5000,100,1,269.08780169487,0.0013148784637451172,4.716031789779663,264.00279426574707,0.0,2
2,10000,5000,100,1,269.67684173583984,0.0012907981872558594,4.780642986297607,264.53539538383484,0.0,3
2,10000,5000,100,1,268.98412680625916,0.0013256072998046875,4.948477029800415,263.68554854393005,0.0,4
2,10000,5000,100,1,269.59931087493896,0.001325368881225586,4.786996841430664,264.45409059524536,0.0,5
2,10000,5000,100,1,269.50503945350647,0.001313924789428711,4.7046058177948,264.4496228694916,0.0,6
2,10000,5000,100,1,269.5692925453186,0.0013175010681152344,4.722718954086304,264.50087571144104,0.0,7
2,10000,5000,100,1,269.77298521995544,0.0013365745544433594,4.829893350601196,264.59740138053894,0.0,8
2,10000,5000,100,1,269.87364387512207,0.0013179779052734375,4.783518314361572,264.7430865764618,0.0,9
4,10000,5000,100,1,144.23644995689392,0.6191298961639404,3.2603347301483154,139.94812846183777,0.0,0
4,10000,5000,100,1,142.22458362579346,0.0013990402221679688,2.6807265281677246,139.1782808303833,0.0,1
4,10000,5000,100,1,142.6037187576294,0.0012998580932617188,2.6788549423217773,139.56217050552368,0.0,2
4,10000,5000,100,1,142.3339719772339,0.0013034343719482422,2.7225208282470703,139.26466488838196,0.0,3
4,10000,5000,100,1,142.5964252948761,0.0013117790222167969,2.907158374786377,139.33679127693176,0.0,4
4,10000,5000,100,1,142.32895302772522,0.0013468265533447266,2.7176895141601562,139.26735520362854,0.0,5
4,10000,5000,100,1,142.09823298454285,0.0012955665588378906,2.6859641075134277,139.06365442276,0.0,6
4,10000,5000,100,1,142.50080561637878,0.0013210773468017578,2.688638210296631,139.4672384262085,0.0,7
4,10000,5000,100,1,142.7055561542511,0.0013175010681152344,2.7638368606567383,139.5906913280487,0.0,8
4,10000,5000,100,1,142.47450518608093,0.0014202594757080078,2.678870439529419,139.4512927532196,0.0,9
8,10000,5000,100,1,82.83973217010498,0.6219427585601807,2.413764715194702,79.34633207321167,0.0,0
8,10000,5000,100,1,81.5957396030426,0.001405954360961914,1.8553950786590576,79.37839341163635,0.0,1
8,10000,5000,100,1,81.52899622917175,0.0013124942779541016,1.863642692565918,79.30893659591675,0.0,2
8,10000,5000,100,1,81.6379292011261,0.0013155937194824219,1.863206386566162,79.42268896102905,0.0,3
8,10000,5000,100,1,81.79083180427551,0.0013070106506347656,2.0538487434387207,79.3880021572113,0.0,4
8,10000,5000,100,1,81.64400935173035,0.0013508796691894531,1.859506368637085,79.42434692382812,0.0,5
8,10000,5000,100,1,81.6355984210968,0.001310586929321289,1.8373069763183594,79.44801211357117,0.0,6
8,10000,5000,100,1,81.5924642086029,0.0013163089752197266,1.8603332042694092,79.38465571403503,0.0,7
8,10000,5000,100,1,81.52230858802795,0.0013210773468017578,1.9284327030181885,79.25166416168213,0.0,8
8,10000,5000,100,1,81.88175559043884,0.0013251304626464844,1.8451318740844727,79.69012665748596,0.0,9
16,10000,5000,100,1,48.89532446861267,0.6696615219116211,1.7853519916534424,45.833638191223145,0.0,0
16,10000,5000,100,1,47.156659841537476,0.0011827945709228516,1.1752445697784424,45.62984800338745,0.0,1
16,10000,5000,100,1,47.23758101463318,0.001245737075805664,1.1802005767822266,45.70262861251831,0.0,2
16,10000,5000,100,1,47.371445417404175,0.0012242794036865234,1.1759076118469238,45.84199929237366,0.0,3
16,10000,5000,100,1,47.535961389541626,0.001294851303100586,1.3607902526855469,45.82055640220642,0.0,4
16,10000,5000,100,1,47.3310170173645,0.0013234615325927734,1.1775739192962646,45.80366826057434,0.0,5
16,10000,5000,100,1,47.28084754943848,0.0013146400451660156,1.1791999340057373,45.75087380409241,0.0,6
16,10000,5000,100,1,47.34034776687622,0.0013153553009033203,1.1754040718078613,45.82129192352295,0.0,7
16,10000,5000,100,1,47.271037578582764,0.0013175010681152344,1.2444355487823486,45.67775559425354,0.0,8
16,10000,5000,100,1,47.44888949394226,0.0013189315795898438,1.1932017803192139,45.911624908447266,0.0,9
32,10000,5000,100,1,32.535345792770386,0.6142997741699219,1.5336463451385498,29.52466607093811,0.0,0
32,10000,5000,100,1,30.799248218536377,0.00119781494140625,0.9509139060974121,29.489888668060303,0.0,1
