Cores,N_train,N_test,N_reg,Opt_iter,Total_time,Init_time,Opt_Time,Pred_Var_time,Pred_time,N_loop
1,20000,5000,100,1,65.731619358062744,0.6245434284210205,35.70995020866394,26.388161420822144,1.9828102588653564,0
1,20000,5000,100,1,64.227027893066406,0.0013077259063720703,35.0309579372406,26.538920879364014,1.9745993614196777,1
1,20000,5000,100,1,64.24744987487793,0.001253366470336914,35.095158100128174,26.48214364051819,1.9767425060272217,2
1,20000,5000,100,1,64.348053216934204,0.0012705326080322266,35.15580773353577,26.503823041915894,1.9798064231872559,3
1,20000,5000,100,1,64.592036724090576,0.001262664794921875,35.35703229904175,26.537566423416138,1.969308614730835,4
1,20000,5000,100,1,64.047099590301514,0.0012929439544677734,35.093963861465454,26.42512559890747,1.8432812690734863,5
1,20000,5000,100,1,63.923990964889526,0.0012547969818115234,35.189260721206665,26.332428455352783,1.8390593528747559,6
1,20000,5000,100,1,64.090020179748535,0.0012738704681396484,35.302711725234985,26.388354778289795,1.841374158859253,7
1,20000,5000,100,1,63.824326038360596,0.0012671947479248047,35.20555353164673,26.218125581741333,1.8427345752716064,8
1,20000,5000,100,1,63.91481971740723,0.0012562274932861328,35.133378982543945,26.375511169433594,1.843895435333252,9
2,20000,5000,100,1,45.9122519493103,0.6300947666168213,19.337603092193604,23.86246657371521,1.058891773223877,0
2,20000,5000,100,1,44.06258225440979,0.0014634132385253906,18.52027153968811,23.555721759796143,1.0604312419891357,1
2,20000,5000,100,1,44.23294496536255,0.0013966560363769531,18.48948359489441,23.741434335708618,1.075162410736084,2
2,20000,5000,100,1,44.49822187423706,0.0014069080352783203,18.811774969100952,23.819511890411377,1.0755579471588135,3
2,20000,5000,100,1,45.08975863456726,0.0015769004821777344,19.219438076019287,23.957608938217163,1.0676007270812988,4
2,20000,5000,100,1,44.66140675544739,0.00141143798828125,18.528810262680054,24.223923921585083,1.0048608779907227,5
2,20000,5000,100,1,45.286093950271606,0.0013458728790283203,18.587734937667847,24.866615295410156,1.0381734371185303,6
2,20000,5000,100,1,45.09675884246826,0.0014226436614990234,18.816593408584595,24.484915256500244,0.99285888671875,7
2,20000,5000,100,1,44.36996531486511,0.0014123916625976562,18.652709007263184,23.85334324836731,1.0289053916931152,8
2,20000,5000,100,1,44.67163681983948,0.001394033432006836,18.690918922424316,24.1583468914032,1.0306932926177979,9
4,20000,5000,100,1,36.099748849868774,0.6240940093994141,11.097689151763916,22.701940059661865,0.6277720928192139,0
4,20000,5000,100,1,34.813944101333618,0.001474142074584961,10.587457180023193,22.811166524887085,0.5862946510314941,1
4,20000,5000,100,1,34.60018301010132,0.0012598037719726562,10.519630432128906,22.795747756958008,0.6148793697357178,2
4,20000,5000,100,1,34.771751165390015,0.0013761520385742188,10.521401405334473,22.847357988357544,0.5714612007141113,3
4,20000,5000,100,1,34.877506494522095,0.0012941360473632812,10.813349485397339,22.840081214904785,0.5707449913024902,4
4,20000,5000,100,1,34.81905460357666,0.0013628005981445312,10.578948259353638,22.92548418045044,0.5950090885162354,5
4,20000,5000,100,1,34.96821665763855,0.001402139663696289,10.658594369888306,23.06949496269226,0.5791399478912354,6
4,20000,5000,100,1,34.78173565864563,0.0012755393981933594,10.665327072143555,22.88578724861145,0.5937342643737793,7
4,20000,5000,100,1,35.3322491645813,0.0013914108276367188,10.525596141815186,23.495518684387207,0.600226879119873,8
4,20000,5000,100,1,35.377699851989746,0.001402139663696289,10.555758237838745,22.544527053833008,0.5754625797271729,9
8,20000,5000,100,1,31.049492835998535,0.5191059112548828,7.692495107650757,21.329019784927368,0.4043285846710205,0
8,20000,5000,100,1,29.717630863189697,0.001306295394897461,7.192525386810303,21.288121938705444,0.40468597412109375,1
8,20000,5000,100,1,30.14098334312439,0.0014448165893554688,7.200417757034302,21.889175415039062,0.40223169326782227,2
8,20000,5000,100,1,30.035777807235718,0.0012922286987304688,7.165040731430054,21.63757300376892,0.4035623073577881,3
8,20000,5000,100,1,30.411317825317383,0.001384735107421875,7.4724440574646,21.870103359222412,0.4053010940551758,4
8,20000,5000,100,1,30.25869607925415,0.001405954360961914,7.182780981063843,21.860072374343872,0.40334606170654297,5
8,20000,5000,100,1,29.79895281791687,0.0012962818145751953,7.187960386276245,21.488988876342773,0.40233850479125977,6
8,20000,5000,100,1,30.64754033088684,0.0012695789337158203,7.264111757278442,22.403102159500122,0.4095461368560791,7
8,20000,5000,100,1,30.450239658355713,0.0013666152954101562,7.236802577972412,22.001271963119507,0.40872621536254883,8
8,20000,5000,100,1,30.37979292869568,0.0015044212341308594,7.209805965423584,21.961180210113525,0.40160632133483887,9
16,20000,5000,100,1,27.17897653579712,0.6177489757537842,5.095757722854614,20.032675981521606,0.24285268783569336,0
16,20000,5000,100,1,25.59997534751892,0.0013451576232910156,4.537423610687256,19.99174952507019,0.24150633811950684,1
16,20000,5000,100,1,25.317713975906372,0.0013675689697265625,4.543844223022461,19.69159245491028,0.24197149276733398,2
16,20000,5000,100,1,25.568847179412842,0.0012891292572021484,4.521036148071289,20.146421194076538,0.2438821792602539,3
16,20000,5000,100,1,25.675265789031982,0.0013575553894042969,4.888590097427368,19.690942525863647,0.2602090835571289,4
16,20000,5000,100,1,25.15978193283081,0.0013980865478515625,4.531056642532349,19.55962324142456,0.2406618595123291,5
16,20000,5000,100,1,25.676812410354614,0.0012814998626708984,4.5369462966918945,20.329504251480103,0.2449951171875,6
16,20000,5000,100,1,25.386817455291748,0.0013420581817626953,4.639438629150391,19.703595399856567,0.24251103401184082,7
